0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.592256324491901978e+03 6.321163681217060912e+03 6.373181323380733375e+03 6.319866044728908491e+03 6.273877135343824193e+03 6.308473046478899960e+03 6.227536972266250814e+03 6.488822951766519509e+03 5.211693642200962131e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.405466352273178018e+03 6.780545158511013142e+03 6.821622836974002894e+03 7.037249082087649185e+03 7.050434105074442414e+03 6.724766715528532586e+03 6.699971948682685252e+03 6.731982645142315960e+03 6.431036570115383256e+03 6.506578567762954663e+03 6.599352532661138866e+03 6.064884888381082419e+03 5.809909848927751227e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.536100142858994332e+03 6.766574517050118629e+03 7.005427765703413570e+03 7.040592986247776935e+03 7.206855295374453817e+03 7.132916072452514527e+03 7.090982402585338605e+03 6.991586060483164147e+03 7.079684072456946524e+03 6.898719183686320321e+03 6.678906636131161576e+03 6.440778344452958663e+03 6.706638365638885261e+03 6.450005077556393189e+03 5.893117515056724187e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.900474645939773836e+03 6.579074206626915839e+03 7.217522690327456075e+03 7.166970704241937710e+03 7.322546234539836405e+03 7.256512996250699871e+03 7.302482748421776705e+03 7.049260599354690385e+03 7.270030470845950731e+03 7.149495383107956513e+03 7.116159732977345811e+03 7.114322101800141354e+03 7.034123805067576541e+03 6.709593516099893350e+03 6.006236485987349624e+03 6.089498524703870316e+03 6.041775802172567637e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.586299458485495961e+03 6.702741190598359935e+03 6.762182054293346482e+03 7.336546091591654658e+03 7.367873297085725426e+03 7.694267076785743484e+03 7.304357134987983954e+03 7.502368518199974460e+03 7.467298045106721474e+03 7.566232439455050553e+03 7.349968310055092843e+03 7.215915544565302298e+03 7.076028690481653030e+03 7.002155975314177340e+03 7.255440857018736097e+03 6.479188047913658011e+03 6.075363639023255018e+03 5.875280783780795900e+03 5.825316346813180644e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.522235532492737548e+03 6.881484708147673700e+03 7.197924301975081107e+03 7.562636438799651842e+03 7.568796590765210567e+03 7.670065838537698255e+03 7.713326845243034768e+03 7.745917262785391358e+03 7.560889520052683110e+03 7.545751720070512420e+03 7.419878373635737262e+03 7.376253667083104119e+03 7.163906836963376918e+03 7.118247304218131831e+03 7.128068718681673090e+03 7.047104927603063516e+03 6.346304107985657538e+03 6.142100215285225204e+03 6.379268220914804260e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.803293035045309807e+03 6.708162277712173818e+03 6.710919452737862230e+03 7.234094572832672384e+03 7.747406108485223740e+03 7.648080992599065212e+03 7.764008613992266874e+03 7.776978461091323879e+03 7.682167764591235027e+03 7.782725858436809176e+03 7.512698420491744400e+03 7.544363951003935654e+03 7.338755571892145781e+03 7.204997589127166066e+03 7.091822412678869114e+03 7.088369787048819489e+03 7.036165062705664241e+03 6.529416432564911702e+03 6.393930915064383044e+03 5.853449003106692544e+03 5.320262023833121020e+03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.433786132164728770e+03 7.235357553438353534e+03 7.178135563529430328e+03 7.587162026118929134e+03 7.185095086356958745e+03 7.970896128367678102e+03 7.725882228673328427e+03 7.915399341144015125e+03 7.905823202815549848e+03 7.546574793620474338e+03 7.104838678240470472e+03 7.277557865013582159e+03 7.259419596606518098e+03 7.143298157175919187e+03 7.145126492053685979e+03 7.323323330522508513e+03 7.062318318038582220e+03 6.914027651153795887e+03 6.038044748103598977e+03 5.907470015995492759e+03 5.786312931247623055e+03 0.000000000000000000e+00 0.000000000000000000e+00
